AAEXERCICIO,CD_MENSAL,NR_EMPENHO,NR_REALIZADA,NR_ACUMULADO,CD_PAI,NR_NIVEL
"SAUDE",2011,12,707661891.03,1112748404.39,4810023931.66,"DESPESA",2
"SEGURANCA PUBLICA",2011,12,857296171.05,972053625.33,7528957827.74,"DESPESA",2
"TRABALHO",2011,12,5148948.88,6734073.01,27184527.47,"DESPESA",2
"TRANSPORTE",2011,12,228383912.60,349595108.79,1452304471.84,"DESPESA",2
"URBANISMO",2011,12,128746135.44,133262197.63,281615440.30,"DESPESA",2
"ADMINISTRACAO",2012,1,110223622.95,97194748.39,97194748.39,"DESPESA",2
"AGRICULTURA",2012,1,27237584.64,27223807.98,27223807.98,"DESPESA",2
"ASSISTENCIA SOCIAL",2012,1,1996661.32,1990348.59,1990348.59,"DESPESA",2
"CIENCIA E TECNOLOGIA",2012,1,4146769.49,3434016.06,3434016.06,"DESPESA",2
"COMERCIO E SERVICOS",2012,1,2340158.34,2066097.91,2066097.91,"DESPESA",2
"COMUNICACOES",2012,1,245281.71,245281.71,245281.71,"DESPESA",2
"CULTURA",2012,1,3841022.62,3621233.62,3621233.62,"DESPESA",2
"DESPORTO E LAZER",2012,1,860048.25,860048.25,860048.25,"DESPESA",2
"DIREITOS DA CIDADANIA",2012,1,2324021.97,2259190.20,2259190.20,"DESPESA",2
"EDUCACAO",2012,1,520748793.84,512119911.57,512119911.57,"DESPESA",2
"ENCARGOS ESPECIAIS",2012,1,2689348814.75,1664800530.87,1664800530.87,"DESPESA",2
"ESSENCIAL A JUSTICA",2012,1,78179505.70,72555549.00,72555549.00,"DESPESA",2
"GESTAO AMBIENTAL",2012,1,7699670.81,7692360.16,7692360.16,"DESPESA",2
"INDUSTRIA",2012,1,2872769.71,2868049.19,2868049.19,"DESPESA",2
"JUDICIARIA",2012,1,195229291.14,165335062.91,165335062.91,"DESPESA",2
"LEGISLATIVA",2012,1,81724817.25,79427392.90,79427392.90,"DESPESA",2
"ORGANIZACAO AGRARIA",2012,1,256921.72,256921.72,256921.72,"DESPESA",2
"PREVIDENCIA SOCIAL",2012,1,809322203.20,809061793.66,809061793.66,"DESPESA",2
"SANEAMENTO",2012,1,2469.00,2469.00,2469.00,"DESPESA",2
"SAUDE",2012,1,188774295.22,159354808.77,159354808.77,"DESPESA",2
"SEGURANCA PUBLICA",2012,1,367517937.50,361565042.43,361565042.43,"DESPESA",2
"TRABALHO",2012,1,887647.49,886400.22,886400.22,"DESPESA",2
"TRANSPORTE",2012,1,18393939.36,13095676.80,13095676.80,"DESPESA",2
"URBANISMO",2012,1,1010081.84,1000087.78,1000087.78,"DESPESA",2
"ADMINISTRACAO",2012,2,165863292.33,127639454.21,224834202.60,"DESPESA",2
"AGRICULTURA",2012,2,32292844.51,31604101.65,58827909.63,"DESPESA",2
"ASSISTENCIA SOCIAL",2012,2,16280273.97,15884846.48,17875195.07,"DESPESA",2
"CIENCIA E TECNOLOGIA",2012,2,9835013.80,6942849.54,10376865.60,"DESPESA",2
"COMERCIO E SERVICOS",2012,2,6678312.93,4905555.97,6971653.88,"DESPESA",2
"COMUNICACOES",2012,2,526950.77,393757.57,639039.28,"DESPESA",2
"CULTURA",2012,2,12142030.04,11181677.19,14802910.81,"DESPESA",2
"DESPORTO E LAZER",2012,2,23325405.53,22481234.29,23341282.54,"DESPESA",2
"DIREITOS DA CIDADANIA",2012,2,1610991.09,1417670.76,3676860.96,"DESPESA",2
"EDUCACAO",2012,2,476570004.08,396191511.59,908311423.16,"DESPESA",2
"ENCARGOS ESPECIAIS",2012,2,1838927163.13,1967582077.19,3632382608.06,"DESPESA",2
"ESSENCIAL A JUSTICA",2012,2,80808832.21,76530257.47,149085806.47,"DESPESA",2
"GESTAO AMBIENTAL",2012,2,15054101.47,11549060.47,19241420.63,"DESPESA",2
"HABITACAO",2012,2,4836901.26,4513705.25,4513705.25,"DESPESA",2
"INDUSTRIA",2012,2,10939975.34,10293669.16,13161718.35,"DESPESA",2
"JUDICIARIA",2012,2,176012242.77,186464714.64,351799777.55,"DESPESA",2
"LEGISLATIVA",2012,2,64426617.12,62236391.02,141663783.92,"DESPESA",2
"ORGANIZACAO AGRARIA",2012,2,6361990.47,6322329.75,6579251.47,"DESPESA",2
"PREVIDENCIA SOCIAL",2012,2,833804466.16,826270863.81,1635332657.47,"DESPESA",2
"SANEAMENTO",2012,2,46937.60,18546.24,21015.24,"DESPESA",2
"SAUDE",2012,2,384438113.99,285413401.67,444768210.44,"DESPESA",2
"SEGURANCA PUBLICA",2012,2,426444679.06,398388355.54,759953397.97,"DESPESA",2
"TRABALHO",2012,2,3908265.46,1878760.85,2765161.07,"DESPESA",2
"TRANSPORTE",2012,2,64873927.25,20511224.35,33606901.15,"DESPESA",2
"URBANISMO",2012,2,1522235.89,1419213.62,2419301.40,"DESPESA",2
"ADMINISTRACAO",2012,3,169383771.98,157980000.63,382814203.23,"DESPESA",2
"AGRICULTURA",2012,3,37742859.16,37494442.72,96322352.35,"DESPESA",2
"ASSISTENCIA SOCIAL",2012,3,10385331.50,10395547.80,28270742.87,"DESPESA",2
"CIENCIA E TECNOLOGIA",2012,3,86730238.83,68718637.26,79095502.86,"DESPESA",2
"COMERCIO E SERVICOS",2012,3,55915853.55,32007976.28,38979630.16,"DESPESA",2
"COMUNICACOES",2012,3,475295.57,435809.83,1074849.11,"DESPESA",2
"CULTURA",2012,3,18609364.18,17508771.54,32311682.35,"DESPESA",2
"DESPORTO E LAZER",2012,3,3500818.26,3036328.98,26377611.52,"DESPESA",2
"DIREITOS DA CIDADANIA",2012,3,1384216.13,1419544.96,5096405.92,"DESPESA",2
"EDUCACAO",2012,3,645668445.65,498860797.28,1407172220.44,"DESPESA",2
"ENCARGOS ESPECIAIS",2012,3,1426788016.51,1697556850.07,5329939458.13,"DESPESA",2
"ESSENCIAL A JUSTICA",2012,3,82582253.70,81034543.95,230120350.42,"DESPESA",2
"GESTAO AMBIENTAL",2012,3,22959154.85,23856025.90,43097446.53,"DESPESA",2
"HABITACAO",2012,3,3918880.63,3735730.38,8249435.63,"DESPESA",2
"INDUSTRIA",2012,3,18443705.11,18342364.48,31504082.83,"DESPESA",2
"JUDICIARIA",2012,3,197643971.80,189912319.01,541712096.56,"DESPESA",2
"LEGISLATIVA",2012,3,68271425.46,67380155.16,209043939.08,"DESPESA",2
"ORGANIZACAO AGRARIA",2012,3,577949.74,386464.82,6965716.29,"DESPESA",2
"PREVIDENCIA SOCIAL",2012,3,836080074.52,835392694.94,2470725352.41,"DESPESA",2
"SANEAMENTO",2012,3,45186.10,41495.39,62510.63,"DESPESA",2
"SAUDE",2012,3,495626764.97,434962088.57,879730299.01,"DESPESA",2
"SEGURANCA PUBLICA",2012,3,446814298.15,401538180.52,1161491578.49,"DESPESA",2
"TRABALHO",2012,3,2983140.47,2737676.82,5502837.89,"DESPESA",2
"TRANSPORTE",2012,3,158103147.69,108146550.73,141753451.88,"DESPESA",2
"URBANISMO",2012,3,2021365.42,1337227.82,3756529.22,"DESPESA",2
"ADMINISTRACAO",2012,4,152784989.32,140226643.13,523040846.36,"DESPESA",2
"AGRICULTURA",2012,4,51268144.84,37331328.88,133653681.23,"DESPESA",2
"ASSISTENCIA SOCIAL",2012,4,10200310.21,9852142.05,38122884.92,"DESPESA",2
"CIENCIA E TECNOLOGIA",2012,4,36400382.99,40644921.59,119740424.45,"DESPESA",2
"COMERCIO E SERVICOS",2012,4,65992530.98,66962690.41,105942320.57,"DESPESA",2
"COMUNICACOES",2012,4,342707.66,430292.23,1505141.34,"DESPESA",2
"CULTURA",2012,4,4389061.18,5349448.03,37661130.38,"DESPESA",2
"DESPORTO E LAZER",2012,4,5544150.77,5448556.48,31826168.00,"DESPESA",2
"DIREITOS DA CIDADANIA",2012,4,2116100.23,1927069.03,7023474.95,"DESPESA",2
"EDUCACAO",2012,4,500369802.58,506854415.78,1914026636.22,"DESPESA",2
"ENCARGOS ESPECIAIS",2012,4,1564635767.40,1659045341.18,6988984799.31,"DESPESA",2
"ENERGIA",2012,4,888.40,888.40,888.40,"DESPESA",2
"ESSENCIAL A JUSTICA",2012,4,85831662.16,85368849.56,315489199.98,"DESPESA",2
"GESTAO AMBIENTAL",2012,4,15862371.54,14469313.60,57566760.13,"DESPESA",2
"HABITACAO",2012,4,3445105.79,3594146.87,11843582.50,"DESPESA",2
"INDUSTRIA",2012,4,7678072.00,7733931.54,39238014.37,"DESPESA",2
"JUDICIARIA",2012,4,196349212.66,185018576.25,726730672.81,"DESPESA",2
"LEGISLATIVA",2012,4,72751481.39,72983424.68,282027363.76,"DESPESA",2
"ORGANIZACAO AGRARIA",2012,4,412092.85,570479.76,7536196.05,"DESPESA",2
"PREVIDENCIA SOCIAL",2012,4,809660845.50,813147470.47,3283872822.88,"DESPESA",2
"RELACOES EXTERIORES",2012,4,1691.65,215.10,215.10,"DESPESA",2
"SANEAMENTO",2012,4,1189228.83,1186208.21,1248718.84,"DESPESA",2
"SAUDE",2012,4,401747223.33,304130805.62,1183861104.63,"DESPESA",2
"SEGURANCA PUBLICA",2012,4,463814895.52,467547066.87,1629038645.36,"DESPESA",2
"TRABALHO",2012,4,5092400.98,3886975.63,9389813.52,"DESPESA",2
"TRANSPORTE",2012,4,106918962.04,70660505.09,212413956.97,"DESPESA",2
"URBANISMO",2012,4,1703132.46,1309017.06,5065546.28,"DESPESA",2
"ADMINISTRACAO",2012,5,213159603.17,207953372.12,730994218.48,"DESPESA",2
"AGRICULTURA",2012,5,46971290.43,33748996.60,167402677.83,"DESPESA",2
"ASSISTENCIA SOCIAL",2012,5,19430205.05,19641718.39,57764603.31,"DESPESA",2
"CIENCIA E TECNOLOGIA",2012,5,73202680.37,71329764.83,191070189.28,"DESPESA",2
"COMERCIO E SERVICOS",2012,5,21998927.77,16042545.32,121984865.89,"DESPESA",2
"COMUNICACOES",2012,5,702381.77,527058.40,2032199.74,"DESPESA",2
"CULTURA",2012,5,12965564.52,13010696.71,50671827.09,"DESPESA",2
"DESPORTO E LAZER",2012,5,9638587.37,10029328.72,41855496.72,"DESPESA",2
"DIREITOS DA CIDADANIA",2012,5,2886094.30,2862813.48,9886288.43,"DESPESA",2
"EDUCACAO",2012,5,605765439.71,540031881.86,2454058518.08,"DESPESA",2
"ENCARGOS ESPECIAIS",2012,5,1667239889.58,1619947049.08,8608931848.39,"DESPESA",2
"ENERGIA",2012,5,2417.20,1045.20,1933.60,"DESPESA",2
"ESSENCIAL A JUSTICA",2012,5,82441625.31,82329589.56,397818789.54,"DESPESA",2
"GESTAO AMBIENTAL",2012,5,23093268.51,23434912.53,81001672.66,"DESPESA",2
"HABITACAO",2012,5,3391790.23,2114374.02,13957956.52,"DESPESA",2
"INDUSTRIA",2012,5,18313124.41,10157760.71,49395775.08,"DESPESA",2
"JUDICIARIA",2012,5,197910495.41,193815766.60,920546439.41,"DESPESA",2
"LEGISLATIVA",2012,5,89286479.42,87020711.15,369048074.91,"DESPESA",2
"ORGANIZACAO AGRARIA",2012,5,647879.68,566923.46,8103119.51,"DESPESA",2
"PREVIDENCIA SOCIAL",2012,5,874249757.19,875007536.22,4158880359.10,"DESPESA",2
"RELACOES EXTERIORES",2012,5,405.95,529.50,744.60,"DESPESA",2
"SANEAMENTO",2012,5,51933.45,54652.77,1303371.61,"DESPESA",2
"SAUDE",2012,5,451907165.34,445458359.89,1629319464.52,"DESPESA",2
"SEGURANCA PUBLICA",2012,5,428385168.61,426999521.54,2056038166.90,"DESPESA",2
"TRABALHO",2012,5,4266406.04,5823590.65,15213404.17,"DESPESA",2
"TRANSPORTE",2012,5,61846880.35,114119079.46,326533036.43,"DESPESA",2
"URBANISMO",2012,5,1532417.20,2036651.21,7102197.49,"DESPESA",2
"ADMINISTRACAO",2012,6,271929314.68,242023027.56,973017246.04,"DESPESA",2
"AGRICULTURA",2012,6,43096343.15,42209847.77,209612525.60,"DESPESA",2
"ASSISTENCIA SOCIAL",2012,6,19313427.41,18859980.29,76624583.60,"DESPESA",2
"CIENCIA E TECNOLOGIA",2012,6,27289506.66,27053441.98,218123631.26,"DESPESA",2
"COMERCIO E SERVICOS",2012,6,9440815.98,8849539.40,130834405.29,"DESPESA",2
"COMUNICACOES",2012,6,317305.18,384191.06,2416390.80,"DESPESA",2
"CULTURA",2012,6,11311402.33,9131139.99,59802967.08,"DESPESA",2
"DESPORTO E LAZER",2012,6,16222944.28,14505033.51,56360530.23,"DESPESA",2
"DIREITOS DA CIDADANIA",2012,6,1712291.01,1493341.63,11379630.06,"DESPESA",2
"EDUCACAO",2012,6,543091229.99,561490159.13,3015548677.21,"DESPESA",2
"ENCARGOS ESPECIAIS",2012,6,2018780801.23,1391818352.02,10000750200.41,"DESPESA",2
"ENERGIA",2012,6,-194.00,1131.00,3064.60,"DESPESA",2
"ESSENCIAL A JUSTICA",2012,6,85576220.77,84542101.96,482360891.50,"DESPESA",2
"GESTAO AMBIENTAL",2012,6,24322785.37,24423576.57,105425249.23,"DESPESA",2
"HABITACAO",2012,6,1808849.59,1524092.89,15482049.41,"DESPESA",2
"INDUSTRIA",2012,6,19420712.73,19698917.17,69094692.25,"DESPESA",2
"JUDICIARIA",2012,6,254260898.61,245021813.28,1165568252.69,"DESPESA",2
"LEGISLATIVA",2012,6,95924125.75,97400479.32,466448554.23,"DESPESA",2
"ORGANIZACAO AGRARIA",2012,6,527849.70,600771.13,8703890.64,"DESPESA",2
"PREVIDENCIA SOCIAL",2012,6,942593986.84,939407551.18,5098287910.28,"DESPESA",2
"RELACOES EXTERIORES",2012,6,2179.05,1412.98,2157.58,"DESPESA",2
"SANEAMENTO",2012,6,6781030.74,6309614.75,7612986.36,"DESPESA",2
"SAUDE",2012,6,591581483.95,546969739.41,2176289203.93,"DESPESA",2
"SEGURANCA PUBLICA",2012,6,420343295.38,413494975.79,2469533142.69,"DESPESA",2
"TRABALHO",2012,6,5769402.49,4756355.32,19969759.49,"DESPESA",2
"TRANSPORTE",2012,6,146264741.08,114920304.59,441453341.02,"DESPESA",2
"URBANISMO",2012,6,9601027.87,8971888.11,16074085.60,"DESPESA",2
"ADMINISTRACAO",2012,7,185321951.59,182273489.16,1155290735.20,"DESPESA",2
"AGRICULTURA",2012,7,40341573.45,39944290.07,249556815.67,"DESPESA",2
"ASSISTENCIA SOCIAL",2012,7,27807471.21,27956427.42,104581011.02,"DESPESA",2
"CIENCIA E TECNOLOGIA",2012,7,22952068.54,26184768.65,244308399.91,"DESPESA",2
"COMERCIO E SERVICOS",2012,7,11998368.33,11849834.22,142684239.51,"DESPESA",2
"COMUNICACOES",2012,7,299177.79,395264.84,2811655.64,"DESPESA",2
"CULTURA",2012,7,16090218.80,15899258.82,75702225.90,"DESPESA",2
"DESPORTO E LAZER",2012,7,7695459.81,8958875.53,65319405.76,"DESPESA",2
"DIREITOS DA CIDADANIA",2012,7,4543973.45,4645557.17,16025187.23,"DESPESA",2
"EDUCACAO",2012,7,644454163.75,599071496.28,3614620173.49,"DESPESA",2
"ENCARGOS ESPECIAIS",2012,7,1834496487.79,1773945575.02,11774695775.43,"DESPESA",2
"ENERGIA",2012,7,0.00,0.00,3064.60,"DESPESA",2
"ESSENCIAL A JUSTICA",2012,7,97556708.61,96073999.78,578434891.28,"DESPESA",2
"GESTAO AMBIENTAL",2012,7,23855538.00,21812545.06,127237794.29,"DESPESA",2
"HABITACAO",2012,7,2414509.86,2607992.33,18090041.74,"DESPESA",2
"INDUSTRIA",2012,7,11130345.27,11091059.80,80185752.05,"DESPESA",2
"JUDICIARIA",2012,7,239758501.26,251236523.64,1416804776.33,"DESPESA",2
"LEGISLATIVA",2012,7,94306821.60,95392433.13,561840987.36,"DESPESA",2
"ORGANIZACAO AGRARIA",2012,7,704043.22,612223.57,9316114.21,"DESPESA",2
"PREVIDENCIA SOCIAL",2012,7,886261824.36,886195405.55,5984483315.83,"DESPESA",2
"RELACOES EXTERIORES",2012,7,365.10,1194.80,3352.38,"DESPESA",2
"SANEAMENTO",2012,7,1139839.29,1589513.78,9202500.14,"DESPESA",2
"SAUDE",2012,7,564607890.41,520660358.43,2696949562.36,"DESPESA",2
"SEGURANCA PUBLICA",2012,7,441938313.76,420583444.51,2890116587.20,"DESPESA",2
"TRABALHO",2012,7,4890855.24,5118882.89,25088642.38,"DESPESA",2
"TRANSPORTE",2012,7,117092797.46,114618517.05,556071858.07,"DESPESA",2
"URBANISMO",2012,7,3946745.80,1588808.71,17662894.31,"DESPESA",2
"ADMINISTRACAO",2012,8,176747728.35,179344178.52,1334634913.72,"DESPESA",2
"AGRICULTURA",2012,8,38023672.64,38675922.14,288232737.81,"DESPESA",2
"ASSISTENCIA SOCIAL",2012,8,6735988.42,6525392.65,111106403.67,"DESPESA",2
"CIENCIA E TECNOLOGIA",2012,8,22418957.35,24672765.30,268981165.21,"DESPESA",2
"COMERCIO E SERVICOS",2012,8,4016665.17,5959324.41,148643563.92,"DESPESA",2
"COMUNICACOES",2012,8,587469.16,313196.68,3124852.32,"DESPESA",2
"CULTURA",2012,8,10026118.61,8805029.13,84507255.03,"DESPESA",2
"DESPORTO E LAZER",2012,8,10014279.73,9872551.26,75191957.02,"DESPESA",2
"DIREITOS DA CIDADANIA",2012,8,1722720.47,1876984.75,17902171.98,"DESPESA",2
"EDUCACAO",2012,8,546270279.81,603819250.79,4218439424.28,"DESPESA",2
"ENCARGOS ESPECIAIS",2012,8,1106687936.50,1654415029.27,13429110804.70,"DESPESA",2
"ENERGIA",2012,8,794.00,841.00,3905.60,"DESPESA",2
"ESSENCIAL A JUSTICA",2012,8,81500927.43,80771728.54,659206619.82,"DESPESA",2
"GESTAO AMBIENTAL",2012,8,41326692.32,40973579.49,168211373.78,"DESPESA",2
"HABITACAO",2012,8,2931535.56,2799265.31,20889307.05,"DESPESA",2
"INDUSTRIA",2012,8,10747922.83,11749225.34,91934977.39,"DESPESA",2
"JUDICIARIA",2012,8,224971187.87,225337755.37,1642142531.70,"DESPESA",2
"LEGISLATIVA",2012,8,92789350.25,92055198.53,653896185.89,"DESPESA",2
"ORGANIZACAO AGRARIA",2012,8,2415256.79,2204911.03,11521025.24,"DESPESA",2
"PREVIDENCIA SOCIAL",2012,8,866450102.67,866289967.20,6850773283.03,"DESPESA",2
"RELACOES EXTERIORES",2012,8,0.00,0.00,3352.38,"DESPESA",2
"SANEAMENTO",2012,8,109381.31,75032.43,9277532.57,"DESPESA",2
"SAUDE",2012,8,434657350.63,447527191.29,3144476753.65,"DESPESA",2
"SEGURANCA PUBLICA",2012,8,434055915.29,427467633.52,3317584220.72,"DESPESA",2
"TRABALHO",2012,8,7053947.23,4770740.76,29859383.14,"DESPESA",2
"TRANSPORTE",2012,8,97188408.80,113488504.65,669560362.72,"DESPESA",2
"URBANISMO",2012,8,3023429.72,4369856.58,22032750.89,"DESPESA",2
"ADMINISTRACAO",2012,9,152245710.21,161244587.98,1495879501.70,"DESPESA",2
"AGRICULTURA",2012,9,40705808.34,40355534.27,328588272.08,"DESPESA",2
"ASSISTENCIA SOCIAL",2012,9,9919128.01,9842831.53,120949235.20,"DESPESA",2
"CIENCIA E TECNOLOGIA",2012,9,26976132.65,25151907.15,294133072.36,"DESPESA",2
"COMERCIO E SERVICOS",2012,9,7247654.23,5916263.51,154559827.43,"DESPESA",2
"COMUNICACOES",2012,9,501488.42,670808.89,3795661.21,"DESPESA",2
"CULTURA",2012,9,8527874.95,8453280.83,92960535.86,"DESPESA",2
"DESPORTO E LAZER",2012,9,4007347.84,3232094.35,78424051.37,"DESPESA",2
"DIREITOS DA CIDADANIA",2012,9,1838234.27,1783119.42,19685291.40,"DESPESA",2
"EDUCACAO",2012,9,552363284.11,548791691.82,4767231116.10,"DESPESA",2
"ENCARGOS ESPECIAIS",2012,9,1625695791.16,1196181934.66,14625292739.36,"DESPESA",2
"ENERGIA",2012,9,4910.70,4760.70,8666.30,"DESPESA",2
"ESSENCIAL A JUSTICA",2012,9,93338016.14,92280574.59,751487194.41,"DESPESA",2
"GESTAO AMBIENTAL",2012,9,16934522.83,16473426.29,184684800.07,"DESPESA",2
"HABITACAO",2012,9,2208673.11,3608530.41,24497837.46,"DESPESA",2
"INDUSTRIA",2012,9,22088502.45,24285767.57,116220744.96,"DESPESA",2
"JUDICIARIA",2012,9,211074003.96,211295488.46,1853438020.16,"DESPESA",2
"LEGISLATIVA",2012,9,83723749.68,84000727.43,737896913.32,"DESPESA",2
"ORGANIZACAO AGRARIA",2012,9,492057.07,535397.82,12056423.06,"DESPESA",2
"PREVIDENCIA SOCIAL",2012,9,858121756.68,851322866.43,7702096149.46,"DESPESA",2
"RELACOES EXTERIORES",2012,9,364.66,512.56,3864.94,"DESPESA",2
"SANEAMENTO",2012,9,60937.22,60075.97,9337608.54,"DESPESA",2
"SAUDE",2012,9,565682888.30,412136079.06,3556612832.71,"DESPESA",2
"SEGURANCA PUBLICA",2012,9,422327770.65,417992720.32,3735576941.04,"DESPESA",2
"TRABALHO",2012,9,6971994.85,8486295.75,38345678.89,"DESPESA",2
"TRANSPORTE",2012,9,114008471.44,81928994.26,751489356.98,"DESPESA",2
"URBANISMO",2012,9,2811146.56,2234762.23,24267513.12,"DESPESA",2
"ADMINISTRACAO",2012,10,169634354.74,177116515.14,1672996016.84,"DESPESA",2
"AGRICULTURA",2012,10,36041755.65,35893276.31,364481548.39,"DESPESA",2
"ASSISTENCIA SOCIAL",2012,10,24039281.14,23204080.90,144153316.10,"DESPESA",2
"CIENCIA E TECNOLOGIA",2012,10,26212048.84,28553546.78,322686619.14,"DESPESA",2
"COMERCIO E SERVICOS",2012,10,5823384.26,6982925.22,161542752.65,"DESPESA",2
"COMUNICACOES",2012,10,591962.30,545580.99,4341242.20,"DESPESA",2
"CULTURA",2012,10,6923696.60,7205577.09,100166112.95,"DESPESA",2
"DESPORTO E LAZER",2012,10,1685084.95,2063171.19,80487222.56,"DESPESA",2
"DIREITOS DA CIDADANIA",2012,10,2124691.99,1826219.68,21511511.08,"DESPESA",2
"EDUCACAO",2012,10,683764000.01,716172788.15,5483403904.25,"DESPESA",2
"ENCARGOS ESPECIAIS",2012,10,1476262294.67,1861069234.45,16486361973.81,"DESPESA",2
"ENERGIA",2012,10,-47.00,103.00,8769.30,"DESPESA",2
"ESSENCIAL A JUSTICA",2012,10,95581798.49,96727680.55,848214874.96,"DESPESA",2
"GESTAO AMBIENTAL",2012,10,21676907.28,20417766.24,205102566.31,"DESPESA",2
"HABITACAO",2012,10,14255015.14,13865089.48,38362926.94,"DESPESA",2
"INDUSTRIA",2012,10,8708310.30,9367207.99,125587952.95,"DESPESA",2
"JUDICIARIA",2012,10,226123488.88,208035910.99,2061473931.15,"DESPESA",2
"LEGISLATIVA",2012,10,86110611.52,86851776.47,824748689.79,"DESPESA",2
"ORGANIZACAO AGRARIA",2012,10,553161.61,648240.57,12704663.63,"DESPESA",2
"PREVIDENCIA SOCIAL",2012,10,695886200.08,701701666.82,8403797816.28,"DESPESA",2
"RELACOES EXTERIORES",2012,10,0.00,0.00,3864.94,"DESPESA",2
"SANEAMENTO",2012,10,281660.10,289806.99,9627415.53,"DESPESA",2
"SAUDE",2012,10,436178715.94,439974171.12,3996587003.83,"DESPESA",2
"SEGURANCA PUBLICA",2012,10,461434773.77,485108705.99,4220685647.03,"DESPESA",2
"TRABALHO",2012,10,8839571.29,7010412.08,45356090.97,"DESPESA",2
"TRANSPORTE",2012,10,62331149.63,84877718.41,836367075.39,"DESPESA",2
"URBANISMO",2012,10,1895799.79,2871322.15,27138835.27,"DESPESA",2
"ADMINISTRACAO",2012,11,208569923.21,221288663.21,1894284680.05,"DESPESA",2
"AGRICULTURA",2012,11,50312889.12,47141275.96,411622824.35,"DESPESA",2
"ASSISTENCIA SOCIAL",2012,11,17426872.94,11874353.42,156027669.52,"DESPESA",2
"CIENCIA E TECNOLOGIA",2012,11,30461247.59,22582277.92,345268897.06,"DESPESA",2
"COMERCIO E SERVICOS",2012,11,26523496.98,25562557.31,187105309.96,"DESPESA",2
"COMUNICACOES",2012,11,700930.90,609322.45,4950564.65,"DESPESA",2
"CULTURA",2012,11,18994296.04,14944022.26,115110135.21,"DESPESA",2
"DESPORTO E LAZER",2012,11,2194938.37,3650916.06,84138138.62,"DESPESA",2
"DIREITOS DA CIDADANIA",2012,11,2377279.59,2088925.08,23600436.16,"DESPESA",2
"EDUCACAO",2012,11,999086122.44,1068361336.23,6551765240.48,"DESPESA",2
"ENCARGOS ESPECIAIS",2012,11,2027316990.46,1753279683.95,18239641657.76,"DESPESA",2
"ENERGIA",2012,11,43500.00,0.00,8769.30,"DESPESA",2
"ESSENCIAL A JUSTICA",2012,11,106284175.26,107244512.17,955459387.13,"DESPESA",2
"GESTAO AMBIENTAL",2012,11,20885160.72,23520554.55,228623120.86,"DESPESA",2
"HABITACAO",2012,11,12328108.87,12679502.10,51042429.04,"DESPESA",2
"INDUSTRIA",2012,11,15191251.18,13575527.84,139163480.79,"DESPESA",2
"JUDICIARIA",2012,11,205247225.88,205488258.15,2266962189.30,"DESPESA",2
"LEGISLATIVA",2012,11,103152791.57,101731969.66,926480659.45,"DESPESA",2
"ORGANIZACAO AGRARIA",2012,11,556876.88,658959.70,13363623.33,"DESPESA",2
"PREVIDENCIA SOCIAL",2012,11,1738495732.75,1739597623.59,10143395439.87,"DESPESA",2
"RELACOES EXTERIORES",2012,11,1213.66,1105.01,4969.95,"DESPESA",2
"SANEAMENTO",2012,11,103040.51,11674.65,9639090.18,"DESPESA",2
"SAUDE",2012,11,672111773.96,601826028.38,4598413032.21,"DESPESA",2
"SEGURANCA PUBLICA",2012,11,795039247.99,778700992.72,4999386639.75,"DESPESA",2
"TRABALHO",2012,11,9453689.09,10732189.30,56088280.27,"DESPESA",2
"TRANSPORTE",2012,11,231585304.91,183805514.81,1020172590.20,"DESPESA",2
"URBANISMO",2012,11,2620278.22,3540529.40,30679364.67,"DESPESA",2
"ADMINISTRACAO",2012,12,219844753.73,301424336.21,2195709016.26,"DESPESA",2
"AGRICULTURA",2012,12,59695558.60,92107500.18,503730324.53,"DESPESA",2
"ASSISTENCIA SOCIAL",2012,12,25700452.08,33207733.74,189235403.26,"DESPESA",2
"CIENCIA E TECNOLOGIA",2012,12,52805440.48,74161590.53,419430487.59,"DESPESA",2
"COMERCIO E SERVICOS",2012,12,-7108413.97,23762444.59,210867754.55,"DESPESA",2
"COMUNICACOES",2012,12,293772.88,634159.46,5584724.11,"DESPESA",2
"CULTURA",2012,12,21222199.63,29932714.29,145042849.50,"DESPESA",2
"DESPORTO E LAZER",2012,12,6821296.43,7372222.97,91510361.59,"DESPESA",2
"DIREITOS DA CIDADANIA",2012,12,2250157.70,3290336.04,26890772.20,"DESPESA",2
"EDUCACAO",2012,12,564671687.17,731058012.66,7282823253.14,"DESPESA",2
"ENCARGOS ESPECIAIS",2012,12,2712616893.93,3749155189.35,21988796847.11,"DESPESA",2
"ENERGIA",2012,12,542.30,44042.30,52811.60,"DESPESA",2
"ESSENCIAL A JUSTICA",2012,12,169745727.34,183968065.99,1139427453.12,"DESPESA",2
"GESTAO AMBIENTAL",2012,12,49491528.03,54538580.87,283161701.73,"DESPESA",2
"HABITACAO",2012,12,19991319.37,20488260.37,71530689.41,"DESPESA",2
"INDUSTRIA",2012,12,76995903.63,83367114.17,222530594.96,"DESPESA",2
"JUDICIARIA",2012,12,446708517.71,504326848.65,2771289037.95,"DESPESA",2
"LEGISLATIVA",2012,12,187041613.91,193029225.47,1119509884.92,"DESPESA",2
"ORGANIZACAO AGRARIA",2012,12,1549441.25,1691897.65,15055520.98,"DESPESA",2
"PREVIDENCIA SOCIAL",2012,12,1115940821.96,1123472332.04,11266867771.91,"DESPESA",2
